objectid,filename,title,creator,date,source,identifier,type,format
gbby-45g001,http://archives.nd.edu/Bagby/GBBY-45g001.jpg,GBBY 45G/001: Football Coach Hunk Anderson with Players - c1931-1933,University of Notre Dame Archives,1931-1933,http://archives.nd.edu/Bagby/GBBY-45g001.jpg,gbby-45g001,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g002,http://archives.nd.edu/Bagby/GBBY-45g002.jpg,GBBY 45G/002: Football Coach Hunk Anderson with Family - c1931-1933,University of Notre Dame Archives,1931-1933,http://archives.nd.edu/Bagby/GBBY-45g002.jpg,gbby-45g002,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g003,http://archives.nd.edu/Bagby/GBBY-45g003.jpg,GBBY 45G/003: Harry Becker: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g003.jpg,gbby-45g003,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g004,http://archives.nd.edu/Bagby/GBBY-45g004.jpg,GBBY 45G/004: Reyman (Bud) Bonar: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g004.jpg,gbby-45g004,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g005,http://archives.nd.edu/Bagby/GBBY-45g005.jpg,GBBY 45G/005: Reyman (Bud) Bonar: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g005.jpg,gbby-45g005,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g006,http://archives.nd.edu/Bagby/GBBY-45g006.jpg,GBBY 45G/006: William (Bill) Bruno: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g006.jpg,gbby-45g006,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g007,http://archives.nd.edu/Bagby/GBBY-45g007.jpg,GBBY 45G/007: George Caldwell: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g007.jpg,gbby-45g007,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g008,http://archives.nd.edu/Bagby/GBBY-45g008.jpg,GBBY 45G/008: George Caldwell: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g008.jpg,gbby-45g008,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g009,http://archives.nd.edu/Bagby/GBBY-45g009.jpg,GBBY 45G/009: Fred Carideo: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g009.jpg,gbby-45g009,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g010,http://archives.nd.edu/Bagby/GBBY-45g010.jpg,"GBBY 45G/010: August (Augie, Sonny) Church: Football Player - c1934-1935",University of Notre Dame Archives,1934-1935,http://archives.nd.edu/Bagby/GBBY-45g010.jpg,gbby-45g010,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g011,http://archives.nd.edu/Bagby/GBBY-45g011.jpg,"GBBY 45G/011: August (Augie, Sonny) Church: Football Player - c1934-1935",University of Notre Dame Archives,1934-1935,http://archives.nd.edu/Bagby/GBBY-45g011.jpg,gbby-45g011,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g012,http://archives.nd.edu/Bagby/GBBY-45g012.jpg,GBBY 45G/012: Ward (Doc) Connell: Football Player - c1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-45g012.jpg,gbby-45g012,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g013,http://archives.nd.edu/Bagby/GBBY-45g013.jpg,GBBY 45G/013: Albert Costello: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g013.jpg,gbby-45g013,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g014,http://archives.nd.edu/Bagby/GBBY-45g014.jpg,GBBY 45G/014: Albert Costello: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g014.jpg,gbby-45g014,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g015,http://archives.nd.edu/Bagby/GBBY-45g015.jpg,GBBY 45G/015: Albert Costello: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g015.jpg,gbby-45g015,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g016,http://archives.nd.edu/Bagby/GBBY-45g016.jpg,GBBY 45G/016: Irwin Davis: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g016.jpg,gbby-45g016,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g017,http://archives.nd.edu/Bagby/GBBY-45g017.jpg,GBBY 45G/017: Rex Enright: Football Player - c1923-1925,University of Notre Dame Archives,1923-1925,http://archives.nd.edu/Bagby/GBBY-45g017.jpg,gbby-45g017,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g018,http://archives.nd.edu/Bagby/GBBY-45g018.jpg,GBBY 45G/018: Donald Elser: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g018.jpg,gbby-45g018,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g019,http://archives.nd.edu/Bagby/GBBY-45g019.jpg,GBBY 45G/019: Donald Elser: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g019.jpg,gbby-45g019,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g020,http://archives.nd.edu/Bagby/GBBY-45g020.jpg,GBBY 45G/020: Christy Flanagan: Football Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-45g020.jpg,gbby-45g020,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g020a,http://archives.nd.edu/Bagby/GBBY-45g020a.jpg,GBBY 45G/020a: Wallace (Wally) Fromhart: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g020a.jpg,gbby-45g020a,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g021,http://archives.nd.edu/Bagby/GBBY-45g021.jpg,GBBY 45G/021: Frank Gaul: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g021.jpg,gbby-45g021,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g022,http://archives.nd.edu/Bagby/GBBY-45g022.jpg,GBBY 45G/022: Dan Hanley: Football Player - c1930-1934,University of Notre Dame Archives,1930-1934,http://archives.nd.edu/Bagby/GBBY-45g022.jpg,gbby-45g022,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g023,http://archives.nd.edu/Bagby/GBBY-45g023.jpg,GBBY 45G/023: Dan Hanley: Football Player - c1930-1934,University of Notre Dame Archives,1930-1934,http://archives.nd.edu/Bagby/GBBY-45g023.jpg,gbby-45g023,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g024,http://archives.nd.edu/Bagby/GBBY-45g024.jpg,GBBY 45G/024: Frank Hering: Chairman of Stadium Committee - 1927,University of Notre Dame Archives,1927,http://archives.nd.edu/Bagby/GBBY-45g024.jpg,gbby-45g024,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g025,http://archives.nd.edu/Bagby/GBBY-45g025.jpg,GBBY 45G/025: Max Houser: Football Player - c1923-1924,University of Notre Dame Archives,1923-1924,http://archives.nd.edu/Bagby/GBBY-45g025.jpg,gbby-45g025,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g026,http://archives.nd.edu/Bagby/GBBY-45g026.jpg,GBBY 45G/026: Charles (Chuck) Jaskwhich: Football Player - 1931,University of Notre Dame Archives,1931,http://archives.nd.edu/Bagby/GBBY-45g026.jpg,gbby-45g026,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g027,http://archives.nd.edu/Bagby/GBBY-45g027.jpg,GBBY 45G/027: Noble Kizer: Football Player - c1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-45g027.jpg,gbby-45g027,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g028,http://archives.nd.edu/Bagby/GBBY-45g028.jpg,GBBY 45G/028: George Keogan (includes Keogan as Football Coach) - c1920-1930s,University of Notre Dame Archives,1920-1930s,http://archives.nd.edu/Bagby/GBBY-45g028.jpg,gbby-45g028,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g029,http://archives.nd.edu/Bagby/GBBY-45g029.jpg,GBBY 45G/029: George Keogan (includes Keogan as Football Coach) - c1920-1930s,University of Notre Dame Archives,1920-1930s,http://archives.nd.edu/Bagby/GBBY-45g029.jpg,gbby-45g029,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g030,http://archives.nd.edu/Bagby/GBBY-45g030.jpg,GBBY 45G/030: George Keogan (includes Keogan as Football Coach) - c1920-1930s,University of Notre Dame Archives,1920-1930s,http://archives.nd.edu/Bagby/GBBY-45g030.jpg,gbby-45g030,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g031,http://archives.nd.edu/Bagby/GBBY-45g031.jpg,GBBY 45G/031: John Lautar: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g031.jpg,gbby-45g031,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g032,http://archives.nd.edu/Bagby/GBBY-45g032.jpg,GBBY 45G/032: John Lautar: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g032.jpg,gbby-45g032,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g033,http://archives.nd.edu/Bagby/GBBY-45g033.jpg,GBBY 45G/033: Football Coach Elmer Layden at Press Conference - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g033.jpg,gbby-45g033,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g034,http://archives.nd.edu/Bagby/GBBY-45g034.jpg,GBBY 45G/034: Football Coach Elmer Layden at Press Conference - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g034.jpg,gbby-45g034,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g035,http://archives.nd.edu/Bagby/GBBY-45g035.jpg,GBBY 45G/035: Football Coach Elmer Layden on Sidelines - Bench - c1934-1940,University of Notre Dame Archives,1934-1940,http://archives.nd.edu/Bagby/GBBY-45g035.jpg,gbby-45g035,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g036,http://archives.nd.edu/Bagby/GBBY-45g036.jpg,GBBY 45G/036: Francis Louis (Mike) Layden: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g036.jpg,gbby-45g036,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g037,http://archives.nd.edu/Bagby/GBBY-45g037.jpg,GBBY 45G/037: Francis Louis (Mike) Layden: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g037.jpg,gbby-45g037,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g038,http://archives.nd.edu/Bagby/GBBY-45g038.jpg,GBBY 45G/038: Francis Louis (Mike) Layden: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g038.jpg,gbby-45g038,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g039,http://archives.nd.edu/Bagby/GBBY-45g039.jpg,GBBY 45G/039: Francis Louis (Mike) Layden: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g039.jpg,gbby-45g039,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g040,http://archives.nd.edu/Bagby/GBBY-45g040.jpg,GBBY 45G/040: Francis Louis (Mike) Layden: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g040.jpg,gbby-45g040,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g041,http://archives.nd.edu/Bagby/GBBY-45g041.jpg,GBBY 45G/041: Bernie Livergood: Football Player - c1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-45g041.jpg,gbby-45g041,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g042,http://archives.nd.edu/Bagby/GBBY-45g042.jpg,GBBY 45G/042: Bernie Livergood: Football Player - c1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-45g042.jpg,gbby-45g042,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g043,http://archives.nd.edu/Bagby/GBBY-45g043.jpg,GBBY 45G/043: Bernie Livergood: Football Player - c1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-45g043.jpg,gbby-45g043,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g044,http://archives.nd.edu/Bagby/GBBY-45g044.jpg,GBBY 45G/044: Willie (Red) Maher: Football Player - c1921-1923,University of Notre Dame Archives,1921-1923,http://archives.nd.edu/Bagby/GBBY-45g044.jpg,gbby-45g044,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g045,http://archives.nd.edu/Bagby/GBBY-45g045.jpg,GBBY 45G/045: Anthony (Tony) Mazziotti: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g045.jpg,gbby-45g045,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g046,http://archives.nd.edu/Bagby/GBBY-45g046.jpg,GBBY 45G/046: Anthony (Tony) Mazziotti: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g046.jpg,gbby-45g046,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g047,http://archives.nd.edu/Bagby/GBBY-45g047.jpg,GBBY 45G/047: Bob (?) McGrath: Football Player - c1936,University of Notre Dame Archives,1936,http://archives.nd.edu/Bagby/GBBY-45g047.jpg,gbby-45g047,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g048,http://archives.nd.edu/Bagby/GBBY-45g048.jpg,GBBY 45G/048: George Melinkovich: Football Player - c1931-1934,University of Notre Dame Archives,1931-1934,http://archives.nd.edu/Bagby/GBBY-45g048.jpg,gbby-45g048,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g049,http://archives.nd.edu/Bagby/GBBY-45g049.jpg,GBBY 45G/049: George Melinkovich: Football Player - c1931-1934,University of Notre Dame Archives,1931-1934,http://archives.nd.edu/Bagby/GBBY-45g049.jpg,gbby-45g049,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g050,http://archives.nd.edu/Bagby/GBBY-45g050.jpg,GBBY 45G/050: Steve Miller: Football Player - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g050.jpg,gbby-45g050,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g051,http://archives.nd.edu/Bagby/GBBY-45g051.jpg,GBBY 45G/051: Edgar (Rip) Miller: Football Player - c1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-45g051.jpg,gbby-45g051,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g052,http://archives.nd.edu/Bagby/GBBY-45g052.jpg,GBBY 45G/052: Wayne Millner: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g052.jpg,gbby-45g052,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g053,http://archives.nd.edu/Bagby/GBBY-45g053.jpg,GBBY 45G/053: Wayne Millner: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g053.jpg,gbby-45g053,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g054,http://archives.nd.edu/Bagby/GBBY-45g054.jpg,GBBY 45G/054: Wayne Millner: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g054.jpg,gbby-45g054,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g055,http://archives.nd.edu/Bagby/GBBY-45g055.jpg,GBBY 45G/055: Thomas (Tom) Mills: Assistant Football Coach - c1926-1929,University of Notre Dame Archives,1926-1929,http://archives.nd.edu/Bagby/GBBY-45g055.jpg,gbby-45g055,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g056,http://archives.nd.edu/Bagby/GBBY-45g056.jpg,GBBY 45G/056: Thomas (Tom) Mills: Assistant Football Coach - c1926-1929,University of Notre Dame Archives,1926-1929,http://archives.nd.edu/Bagby/GBBY-45g056.jpg,gbby-45g056,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g057,http://archives.nd.edu/Bagby/GBBY-45g057.jpg,GBBY 45G/057: Tim Murphy: Football Player - c1921-1923,University of Notre Dame Archives,1921-1923,http://archives.nd.edu/Bagby/GBBY-45g057.jpg,gbby-45g057,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g058,http://archives.nd.edu/Bagby/GBBY-45g058.jpg,GBBY 45G/058: Martin (Marty) Peters: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g058.jpg,gbby-45g058,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g059,http://archives.nd.edu/Bagby/GBBY-45g059.jpg,GBBY 45G/059: Richard (Dick) Pfefferle: Football Player - c1932-1935,University of Notre Dame Archives,1932-1935,http://archives.nd.edu/Bagby/GBBY-45g059.jpg,gbby-45g059,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g060,http://archives.nd.edu/Bagby/GBBY-45g060.jpg,GBBY 45G/060: Andrew (Andy) Pilney: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g060.jpg,gbby-45g060,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g061,http://archives.nd.edu/Bagby/GBBY-45g061.jpg,GBBY 45G/061: Andrew (Andy) Pilney: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g061.jpg,gbby-45g061,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g062,http://archives.nd.edu/Bagby/GBBY-45g062.jpg,GBBY 45G/062: Andrew (Andy) Pilney: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g062.jpg,gbby-45g062,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g063,http://archives.nd.edu/Bagby/GBBY-45g063.jpg,GBBY 45G/063: Henry Pojman: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g063.jpg,gbby-45g063,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g064,http://archives.nd.edu/Bagby/GBBY-45g064.jpg,GBBY 45G/064: Bob Reagan: Football Player - c1921-1923,University of Notre Dame Archives,1921-1923,http://archives.nd.edu/Bagby/GBBY-45g064.jpg,gbby-45g064,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g065,http://archives.nd.edu/Bagby/GBBY-45g065.jpg,GBBY 45G/065: Frank Reese: Football Player - c1921-1924,University of Notre Dame Archives,1921-1924,http://archives.nd.edu/Bagby/GBBY-45g065.jpg,gbby-45g065,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g066,http://archives.nd.edu/Bagby/GBBY-45g066.jpg,GBBY 45G/066: Jack Robinson: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g066.jpg,gbby-45g066,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g067,http://archives.nd.edu/Bagby/GBBY-45g067.jpg,GBBY 45G/067: Matt Ronzone: Football Player - c1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g067.jpg,gbby-45g067,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g068,http://archives.nd.edu/Bagby/GBBY-45g068.jpg,GBBY 45G/068: Rocco Schiralli: Football Player - c1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-45g068.jpg,gbby-45g068,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g069,http://archives.nd.edu/Bagby/GBBY-45g069.jpg,GBBY 45G/069: Paul Schrenker: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g069.jpg,gbby-45g069,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g070,http://archives.nd.edu/Bagby/GBBY-45g070.jpg,GBBY 45G/070: William (Bill) Shakespeare: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g070.jpg,gbby-45g070,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g071,http://archives.nd.edu/Bagby/GBBY-45g071.jpg,GBBY 45G/071: William (Bill) Shakespeare: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g071.jpg,gbby-45g071,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g072,http://archives.nd.edu/Bagby/GBBY-45g072.jpg,GBBY 45G/072: William (Bill) Shakespeare: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g072.jpg,gbby-45g072,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g073,http://archives.nd.edu/Bagby/GBBY-45g073.jpg,GBBY 45G/073: William (Bill) Shakespeare: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g073.jpg,gbby-45g073,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g074,http://archives.nd.edu/Bagby/GBBY-45g074.jpg,GBBY 45G/074: Richard (Dick) Shamla: Football Player - c1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g074.jpg,gbby-45g074,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g075,http://archives.nd.edu/Bagby/GBBY-45g075.jpg,GBBY 45G/075: William (Bill) Smith: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g075.jpg,gbby-45g075,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g076,http://archives.nd.edu/Bagby/GBBY-45g076.jpg,GBBY 45G/076: William (Bill) Smith: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g076.jpg,gbby-45g076,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g077,http://archives.nd.edu/Bagby/GBBY-45g077.jpg,GBBY 45G/077: William (Bill) Smith: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g077.jpg,gbby-45g077,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g078,http://archives.nd.edu/Bagby/GBBY-45g078.jpg,GBBY 45G/078: Frederick Solari: Football Player - c1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-45g078.jpg,gbby-45g078,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g079,http://archives.nd.edu/Bagby/GBBY-45g079.jpg,GBBY 45G/079: Augustus (Gus) Stange: Football Player - c1922-1923,University of Notre Dame Archives,1922-1923,http://archives.nd.edu/Bagby/GBBY-45g079.jpg,gbby-45g079,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g080,http://archives.nd.edu/Bagby/GBBY-45g080.jpg,GBBY 45G/080: William (Bill) Steinkemper: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g080.jpg,gbby-45g080,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g081,http://archives.nd.edu/Bagby/GBBY-45g081.jpg,GBBY 45G/081: William (Bill) Steinkemper: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g081.jpg,gbby-45g081,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g082,http://archives.nd.edu/Bagby/GBBY-45g082.jpg,GBBY 45G/082: Joseph (Joe) Sullivan: Football Player - c1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-45g082.jpg,gbby-45g082,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g083,http://archives.nd.edu/Bagby/GBBY-45g083.jpg,GBBY 45G/083: Matthew Thernes: Football Player - c1934-1935,University of Notre Dame Archives,1934-1935,http://archives.nd.edu/Bagby/GBBY-45g083.jpg,gbby-45g083,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g084,http://archives.nd.edu/Bagby/GBBY-45g084.jpg,GBBY 45G/084: Gerard Van Wagner: Football Player - c1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g084.jpg,gbby-45g084,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g085,http://archives.nd.edu/Bagby/GBBY-45g085.jpg,GBBY 45G/085: George Vergara: Football Player - c1922-1923,University of Notre Dame Archives,1922-1923,http://archives.nd.edu/Bagby/GBBY-45g085.jpg,gbby-45g085,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g086,http://archives.nd.edu/Bagby/GBBY-45g086.jpg,GBBY 45G/086: Adam Walsh: Football Player - 1923,University of Notre Dame Archives,1923,http://archives.nd.edu/Bagby/GBBY-45g086.jpg,gbby-45g086,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g087,http://archives.nd.edu/Bagby/GBBY-45g087.jpg,GBBY 45G/087: Robert (Bob) Wilkie: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g087.jpg,gbby-45g087,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g088,http://archives.nd.edu/Bagby/GBBY-45g088.jpg,GBBY 45G/088: Robert (Bob) Wilkie: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g088.jpg,gbby-45g088,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g089,http://archives.nd.edu/Bagby/GBBY-45g089.jpg,GBBY 45G/089: Robert (Bob) Wilkie: Football Player - c1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-45g089.jpg,gbby-45g089,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g090,http://archives.nd.edu/Bagby/GBBY-45g090.jpg,GBBY 45G/090: Elmer Zenner: Football Player - c1935-1936,University of Notre Dame Archives,1935-1936,http://archives.nd.edu/Bagby/GBBY-45g090.jpg,gbby-45g090,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g091,http://archives.nd.edu/Bagby/GBBY-45g091.jpg,GBBY 45G/091: Joseph (Joe) Zwers: Football Player - c1935-1937,University of Notre Dame Archives,1935-1937,http://archives.nd.edu/Bagby/GBBY-45g091.jpg,gbby-45g091,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g092,http://archives.nd.edu/Bagby/GBBY-45g092.jpg,GBBY 45G/092: Freshman Football Team photos - 1923,University of Notre Dame Archives,1923,http://archives.nd.edu/Bagby/GBBY-45g092.jpg,gbby-45g092,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g093,http://archives.nd.edu/Bagby/GBBY-45g093.jpg,GBBY 45G/093: Freshman Football Team photos - 1923,University of Notre Dame Archives,1923,http://archives.nd.edu/Bagby/GBBY-45g093.jpg,gbby-45g093,Image;StillImage;Glassplatenegative,image/jpeg
