objectid,filename,title,creator,date,source,identifier,type,format
gbby-45g518,http://archives.nd.edu/Bagby/GBBY-45g518.jpg,GBBY 45G/518: Track Meet or Practice - Runners at Start and Finish - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g518.jpg,gbby-45g518,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g519,http://archives.nd.edu/Bagby/GBBY-45g519.jpg,"GBBY 45G/519: Track Meet or Practice - Runners at Start and Finish - Runners at Finish Line, Notre Dame Stadium - 1934",University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g519.jpg,gbby-45g519,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g520,http://archives.nd.edu/Bagby/GBBY-45g520.jpg,GBBY 45G/520: Track Meet or Practice Scene - Discus - 1936,University of Notre Dame Archives,1936,http://archives.nd.edu/Bagby/GBBY-45g520.jpg,gbby-45g520,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g521,http://archives.nd.edu/Bagby/GBBY-45g521.jpg,GBBY 45G/521: Track Meet or Practice Scene - Javelin - 1936,University of Notre Dame Archives,1936,http://archives.nd.edu/Bagby/GBBY-45g521.jpg,gbby-45g521,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g522,http://archives.nd.edu/Bagby/GBBY-45g522.jpg,GBBY 45G/522: Track Meet or Practice Scene - Field Events - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g522.jpg,gbby-45g522,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g523,http://archives.nd.edu/Bagby/GBBY-45g523.jpg,GBBY 45G/523: Track Meet or Practice Scene - Hurdles - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g523.jpg,gbby-45g523,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g524,http://archives.nd.edu/Bagby/GBBY-45g524.jpg,"GBBY 45G/524: Track: Francis (Mike) Layden, Hurdles - 1934",University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g524.jpg,gbby-45g524,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g525,http://archives.nd.edu/Bagby/GBBY-45g525.jpg,GBBY 45G/525: Track Meet or Practice Scene - Pole Vault - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g525.jpg,gbby-45g525,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g526,http://archives.nd.edu/Bagby/GBBY-45g526.jpg,GBBY 45G/526: Track Meet or Practice Scene - Relay Race - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g526.jpg,gbby-45g526,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g527,http://archives.nd.edu/Bagby/GBBY-45g527.jpg,GBBY 45G/527: Track Meet or Practice Scene - Races - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g527.jpg,gbby-45g527,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g528,http://archives.nd.edu/Bagby/GBBY-45g528.jpg,GBBY 45G/528: Track Meet or Practice Scene - Races - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g528.jpg,gbby-45g528,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g529,http://archives.nd.edu/Bagby/GBBY-45g529.jpg,GBBY 45G/529: Track Meet or Practice Scene - Races - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g529.jpg,gbby-45g529,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g530,http://archives.nd.edu/Bagby/GBBY-45g530.jpg,GBBY 45G/530: Track Meet or Practice Scene - Races - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g530.jpg,gbby-45g530,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g531,http://archives.nd.edu/Bagby/GBBY-45g531.jpg,GBBY 45G/531: Track Meet or Practice Scene - Hurdles - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g531.jpg,gbby-45g531,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g531a,http://archives.nd.edu/Bagby/GBBY-45g531a.jpg,"GBBY 45G/531a: Coach John Nicholson with Camera in Car, Track Practice - Player Running behind Car - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g531a.jpg,gbby-45g531a,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g532,http://archives.nd.edu/Bagby/GBBY-45g532.jpg,GBBY 45G/532: O'Hanlon: Tennis Player - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g532.jpg,gbby-45g532,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g533,http://archives.nd.edu/Bagby/GBBY-45g533.jpg,GBBY 45G/533: O'Hanlon: Tennis Player - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g533.jpg,gbby-45g533,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g534,http://archives.nd.edu/Bagby/GBBY-45g534.jpg,"GBBY 45G/534: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g534.jpg,gbby-45g534,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g535,http://archives.nd.edu/Bagby/GBBY-45g535.jpg,"GBBY 45G/535: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g535.jpg,gbby-45g535,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g536,http://archives.nd.edu/Bagby/GBBY-45g536.jpg,"GBBY 45G/536: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g536.jpg,gbby-45g536,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g537,http://archives.nd.edu/Bagby/GBBY-45g537.jpg,"GBBY 45G/537: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g537.jpg,gbby-45g537,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g538,http://archives.nd.edu/Bagby/GBBY-45g538.jpg,"GBBY 45G/538: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g538.jpg,gbby-45g538,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g539,http://archives.nd.edu/Bagby/GBBY-45g539.jpg,"GBBY 45G/539: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g539.jpg,gbby-45g539,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g540,http://archives.nd.edu/Bagby/GBBY-45g540.jpg,"GBBY 45G/540: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g540.jpg,gbby-45g540,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g541,http://archives.nd.edu/Bagby/GBBY-45g541.jpg,"GBBY 45G/541: Tennis Player: Unidentified - Matches, Practice, and Posed Action - 1928",University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-45g541.jpg,gbby-45g541,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g542,http://archives.nd.edu/Bagby/GBBY-45g542.jpg,GBBY 45G/542: Boxing Coach?: Unidentified - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g542.jpg,gbby-45g542,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g543,http://archives.nd.edu/Bagby/GBBY-45g543.jpg,GBBY 45G/543: Boxing Team Members - Unidentified - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g543.jpg,gbby-45g543,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g544,http://archives.nd.edu/Bagby/GBBY-45g544.jpg,GBBY 45G/544: Boxing Team Members - Unidentified - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g544.jpg,gbby-45g544,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g545,http://archives.nd.edu/Bagby/GBBY-45g545.jpg,GBBY 45G/545: Boxing Team Members - Unidentified - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g545.jpg,gbby-45g545,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g546,http://archives.nd.edu/Bagby/GBBY-45g546.jpg,GBBY 45G/546: Boxing Team Members - Unidentified - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g546.jpg,gbby-45g546,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g547,http://archives.nd.edu/Bagby/GBBY-45g547.jpg,GBBY 45G/547: Boxing Team Members - Unidentified - 1934,University of Notre Dame Archives,1934,http://archives.nd.edu/Bagby/GBBY-45g547.jpg,gbby-45g547,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g548,http://archives.nd.edu/Bagby/GBBY-45g548.jpg,GBBY 45G/548: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g548.jpg,gbby-45g548,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g549,http://archives.nd.edu/Bagby/GBBY-45g549.jpg,GBBY 45G/549: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g549.jpg,gbby-45g549,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g550,http://archives.nd.edu/Bagby/GBBY-45g550.jpg,GBBY 45G/550: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g550.jpg,gbby-45g550,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g551,http://archives.nd.edu/Bagby/GBBY-45g551.jpg,GBBY 45G/551: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g551.jpg,gbby-45g551,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g552,http://archives.nd.edu/Bagby/GBBY-45g552.jpg,GBBY 45G/552: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g552.jpg,gbby-45g552,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g553,http://archives.nd.edu/Bagby/GBBY-45g553.jpg,GBBY 45G/553: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g553.jpg,gbby-45g553,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g554,http://archives.nd.edu/Bagby/GBBY-45g554.jpg,GBBY 45G/554: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g554.jpg,gbby-45g554,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g555,http://archives.nd.edu/Bagby/GBBY-45g555.jpg,GBBY 45G/555: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g555.jpg,gbby-45g555,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g556,http://archives.nd.edu/Bagby/GBBY-45g556.jpg,GBBY 45G/556: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g556.jpg,gbby-45g556,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g557,http://archives.nd.edu/Bagby/GBBY-45g557.jpg,GBBY 45G/557: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g557.jpg,gbby-45g557,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g558,http://archives.nd.edu/Bagby/GBBY-45g558.jpg,GBBY 45G/558: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g558.jpg,gbby-45g558,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g559,http://archives.nd.edu/Bagby/GBBY-45g559.jpg,GBBY 45G/559: Golf Match or Practice Scene - Team Member - Unidentified - Posed Action - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g559.jpg,gbby-45g559,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g560,http://archives.nd.edu/Bagby/GBBY-45g560.jpg,GBBY 45G/560: Golf Match or Practice Scene - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g560.jpg,gbby-45g560,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g561,http://archives.nd.edu/Bagby/GBBY-45g561.jpg,GBBY 45G/561: Golf Match or Practice Scene - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g561.jpg,gbby-45g561,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g562,http://archives.nd.edu/Bagby/GBBY-45g562.jpg,GBBY 45G/562: Golf Match or Practice Scene - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g562.jpg,gbby-45g562,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g563,http://archives.nd.edu/Bagby/GBBY-45g563.jpg,GBBY 45G/563: Golf Match or Practice Scene - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g563.jpg,gbby-45g563,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g564,http://archives.nd.edu/Bagby/GBBY-45g564.jpg,"GBBY 45G/564: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g564.jpg,gbby-45g564,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g565,http://archives.nd.edu/Bagby/GBBY-45g565.jpg,"GBBY 45G/565: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g565.jpg,gbby-45g565,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g566,http://archives.nd.edu/Bagby/GBBY-45g566.jpg,"GBBY 45G/566: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g566.jpg,gbby-45g566,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g567,http://archives.nd.edu/Bagby/GBBY-45g567.jpg,"GBBY 45G/567: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g567.jpg,gbby-45g567,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g568,http://archives.nd.edu/Bagby/GBBY-45g568.jpg,"GBBY 45G/568: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g568.jpg,gbby-45g568,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g569,http://archives.nd.edu/Bagby/GBBY-45g569.jpg,"GBBY 45G/569: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g569.jpg,gbby-45g569,Image;StillImage;Glassplatenegative,image/jpeg
gbby-45g570,http://archives.nd.edu/Bagby/GBBY-45g570.jpg,"GBBY 45G/570: Golfers (Unidentified, not Students) Notre Dame Golf Course - c1930s",University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-45g570.jpg,gbby-45g570,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g001,http://archives.nd.edu/Bagby/GBBY-57g001.jpg,GBBY 57G/001: Donald L. Allen: Football Player - 1933,University of Notre Dame Archives,1933,http://archives.nd.edu/Bagby/GBBY-57g001.jpg,gbby-57g001,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g002,http://archives.nd.edu/Bagby/GBBY-57g002.jpg,GBBY 57G/002: Russ Arndt: Football Player - 1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-57g002.jpg,gbby-57g002,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g003,http://archives.nd.edu/Bagby/GBBY-57g003.jpg,GBBY 57G/003: Joe Bach: Football Player - 1923-1924,University of Notre Dame Archives,1923-1924,http://archives.nd.edu/Bagby/GBBY-57g003.jpg,gbby-57g003,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g004,http://archives.nd.edu/Bagby/GBBY-57g004.jpg,GBBY 57G/004: Joe Bach: Football Player - 1923-1924,University of Notre Dame Archives,1923-1924,http://archives.nd.edu/Bagby/GBBY-57g004.jpg,gbby-57g004,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g005,http://archives.nd.edu/Bagby/GBBY-57g005.jpg,GBBY 57G/005: Joe Bach: Football Player (GBBY 57G/005 is Damaged) - 1923-1924,University of Notre Dame Archives,1923-1924,http://archives.nd.edu/Bagby/GBBY-57g005.jpg,gbby-57g005,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g006,http://archives.nd.edu/Bagby/GBBY-57g006.jpg,GBBY 57G/006: Joe Bach: Football Player - 1923-1924,University of Notre Dame Archives,1923-1924,http://archives.nd.edu/Bagby/GBBY-57g006.jpg,gbby-57g006,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g007,http://archives.nd.edu/Bagby/GBBY-57g007.jpg,GBBY 57G/007: Steve Banas: Football Player - 1931-1933,University of Notre Dame Archives,1931-1933,http://archives.nd.edu/Bagby/GBBY-57g007.jpg,gbby-57g007,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g008,http://archives.nd.edu/Bagby/GBBY-57g008.jpg,GBBY 57G/008: Emmett L. Baxter: Football Player - Notre Dame,University of Notre Dame Archives,n.d.,http://archives.nd.edu/Bagby/GBBY-57g008.jpg,gbby-57g008,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g009,http://archives.nd.edu/Bagby/GBBY-57g009.jpg,GBBY 57G/009: Joe Beach: Football Player - 1933-1934,University of Notre Dame Archives,1933-1934,http://archives.nd.edu/Bagby/GBBY-57g009.jpg,gbby-57g009,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g010,http://archives.nd.edu/Bagby/GBBY-57g010.jpg,GBBY 57G/010: Joe Benda: Football Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g010.jpg,gbby-57g010,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g011,http://archives.nd.edu/Bagby/GBBY-57g011.jpg,GBBY 57G/011: Joe Benda: Football Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g011.jpg,gbby-57g011,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g012,http://archives.nd.edu/Bagby/GBBY-57g012.jpg,GBBY 57G/012: Joe Boland: Football Player - 1924-1926,University of Notre Dame Archives,1924-1926,http://archives.nd.edu/Bagby/GBBY-57g012.jpg,gbby-57g012,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g013,http://archives.nd.edu/Bagby/GBBY-57g013.jpg,GBBY 57G/013: Joe Boland: Football Player - 1924-1926,University of Notre Dame Archives,1924-1926,http://archives.nd.edu/Bagby/GBBY-57g013.jpg,gbby-57g013,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g014,http://archives.nd.edu/Bagby/GBBY-57g014.jpg,GBBY 57G/014: Ray Boland: Football Player - 1932,University of Notre Dame Archives,1932,http://archives.nd.edu/Bagby/GBBY-57g014.jpg,gbby-57g014,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g015,http://archives.nd.edu/Bagby/GBBY-57g015.jpg,GBBY 57G/015: Jim Brady: Football Player - 1927-1928,University of Notre Dame Archives,1927-1928,http://archives.nd.edu/Bagby/GBBY-57g015.jpg,gbby-57g015,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g016,http://archives.nd.edu/Bagby/GBBY-57g016.jpg,GBBY 57G/016: Earl Brown: Football Player - 1936-1938,University of Notre Dame Archives,1936-1938,http://archives.nd.edu/Bagby/GBBY-57g016.jpg,gbby-57g016,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g017,http://archives.nd.edu/Bagby/GBBY-57g017.jpg,GBBY 57G/017: Burke: Football Player - c1930s,University of Notre Dame Archives,1930s,http://archives.nd.edu/Bagby/GBBY-57g017.jpg,gbby-57g017,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g018,http://archives.nd.edu/Bagby/GBBY-57g018.jpg,GBBY 57G/018: Fred Carideo: Football Player - 1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-57g018.jpg,gbby-57g018,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g019,http://archives.nd.edu/Bagby/GBBY-57g019.jpg,GBBY 57G/019: Frank Canale: Football Player - 1931-1934,University of Notre Dame Archives,1931-1934,http://archives.nd.edu/Bagby/GBBY-57g019.jpg,gbby-57g019,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g020,http://archives.nd.edu/Bagby/GBBY-57g020.jpg,GBBY 57G/020: Bill Cerney: Football Player - 1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-57g020.jpg,gbby-57g020,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g021,http://archives.nd.edu/Bagby/GBBY-57g021.jpg,GBBY 57G/021: Bill Cerney: Football Player - 1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-57g021.jpg,gbby-57g021,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g022,http://archives.nd.edu/Bagby/GBBY-57g022.jpg,GBBY 57G/022: John (Jack) Chevigny: Football Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g022.jpg,gbby-57g022,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g023,http://archives.nd.edu/Bagby/GBBY-57g023.jpg,GBBY 57G/023: John (Jack) Chevigny: Football Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g023.jpg,gbby-57g023,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g024,http://archives.nd.edu/Bagby/GBBY-57g024.jpg,GBBY 57G/024: John (Jack) Chevigny: Football Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g024.jpg,gbby-57g024,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g025,http://archives.nd.edu/Bagby/GBBY-57g025.jpg,GBBY 57G/025: Chuck Collins: Football Player - 1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-57g025.jpg,gbby-57g025,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g026,http://archives.nd.edu/Bagby/GBBY-57g026.jpg,GBBY 57G/026: Chuck Collins: Football Player - 1922-1924,University of Notre Dame Archives,1922-1924,http://archives.nd.edu/Bagby/GBBY-57g026.jpg,gbby-57g026,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g027,http://archives.nd.edu/Bagby/GBBY-57g027.jpg,GBBY 57G/027: Ed Collins: Football Player - 1926-1929,University of Notre Dame Archives,1926-1929,http://archives.nd.edu/Bagby/GBBY-57g027.jpg,gbby-57g027,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g028,http://archives.nd.edu/Bagby/GBBY-57g028.jpg,GBBY 57G/028: Al Costello: Football Player - 1932-1934,University of Notre Dame Archives,1932-1934,http://archives.nd.edu/Bagby/GBBY-57g028.jpg,gbby-57g028,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g029,http://archives.nd.edu/Bagby/GBBY-57g029.jpg,GBBY 57G/029: Art Cronin: Football Player - 1934-1936,University of Notre Dame Archives,1934-1936,http://archives.nd.edu/Bagby/GBBY-57g029.jpg,gbby-57g029,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g030,http://archives.nd.edu/Bagby/GBBY-57g030.jpg,GBBY 57G/030: Clem Crowe: Football Player - 1923-1925,University of Notre Dame Archives,1923-1925,http://archives.nd.edu/Bagby/GBBY-57g030.jpg,gbby-57g030,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g031,http://archives.nd.edu/Bagby/GBBY-57g031.jpg,GBBY 57G/031: Clem Crowe: Football Player - 1923-1925,University of Notre Dame Archives,1923-1925,http://archives.nd.edu/Bagby/GBBY-57g031.jpg,gbby-57g031,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g032,http://archives.nd.edu/Bagby/GBBY-57g032.jpg,GBBY 57G/032: Clem Crowe: Football Player - 1923-1925,University of Notre Dame Archives,1923-1925,http://archives.nd.edu/Bagby/GBBY-57g032.jpg,gbby-57g032,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g033,http://archives.nd.edu/Bagby/GBBY-57g033.jpg,GBBY 57G/033: James (Jim) Crowley: Football Player - 1924,University of Notre Dame Archives,1924,http://archives.nd.edu/Bagby/GBBY-57g033.jpg,gbby-57g033,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g034,http://archives.nd.edu/Bagby/GBBY-57g034.jpg,GBBY 57G/034: James (Jim) Crowley: Football Player - 1924,University of Notre Dame Archives,1924,http://archives.nd.edu/Bagby/GBBY-57g034.jpg,gbby-57g034,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g035,http://archives.nd.edu/Bagby/GBBY-57g035.jpg,GBBY 57G/035: Ray (Bucky) Dahman: Football Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g035.jpg,gbby-57g035,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g036,http://archives.nd.edu/Bagby/GBBY-57g036.jpg,GBBY 57G/036: Ed Dunn: Football Player - 1934-1935,University of Notre Dame Archives,1934-1935,http://archives.nd.edu/Bagby/GBBY-57g036.jpg,gbby-57g036,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g037,http://archives.nd.edu/Bagby/GBBY-57g037.jpg,GBBY 57G/037: Gene (Red) Edwards: Football Player - 1924-1926,University of Notre Dame Archives,1924-1926,http://archives.nd.edu/Bagby/GBBY-57g037.jpg,gbby-57g037,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g038,http://archives.nd.edu/Bagby/GBBY-57g038.jpg,GBBY 57G/038: Gene (Red) Edwards: Football Player - 1924-1926,University of Notre Dame Archives,1924-1926,http://archives.nd.edu/Bagby/GBBY-57g038.jpg,gbby-57g038,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g039,http://archives.nd.edu/Bagby/GBBY-57g039.jpg,GBBY 57G/039: Don Elser: Football Player - 1933-1935,University of Notre Dame Archives,1933-1935,http://archives.nd.edu/Bagby/GBBY-57g039.jpg,gbby-57g039,Image;StillImage;Glassplatenegative,image/jpeg
